#Filename       start    end       CORR  B     Seq   Keep?  PUMP  Astart  Aend   Bstart Bend   ChUpdate   Gas    B_Servo   HV    HVS   OTop  MTop  MBot  OBot   Others
99577-99799     99577    99799     2    -1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
99800-99832     99800    99832     4    -1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
99836-100120    99836    100120    2    -1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
100121-100153   100121   100153    4    -1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
100154-100412   100154   100412    2    -1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
100413-100445   100413   100445    4    -1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
100449-100715   100449   100715    2     1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
100716-100748   100716   100748    4     1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
100750-101031   100750   101031    2     1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
101032-101065   101032   101065    4     1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
101070-101348   101070   101348    2     1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
101349-101382   101349   101382    4     1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
101385-101667   101385   101667    2     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
101668-101700   101668   101700    4     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
102274-102578   102274   102578    2     1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
102579-102611   102579   102611    4     1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
102613-102885   102613   102885    2     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
102886-102921   102886   102921    4     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
103488-103769   103488   103769    2     1     14    0      35    50      70     240    270    1          60     1         06    30    6     15    12    14
103773-104079   103773   104079    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
104083-104350   104083   104350    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
104356-104619   104356   104619    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
104683-104930   104683   104930    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
104934-105238   104934   105238    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
105249-105549   105249   105549    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
105558-105922   105558   105922    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
105929-106229   105929   106229    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
106231-106402   106231   106402    2     1     14    0      35    200     220    390    420    1          60     1         10    30    6     15    12    14
106407-106665   106407   106665    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
106666-106701   106666   106701    4     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
106722-106954   106722   106954    2     1     14    0      35    50      70     240    270    1          60     1         10    05    6     15    12    14
106991-107275   106991   107275    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
107340-107558   107340   107558    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
107611-107904   107611   107904    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
107908-108195   107908   108195    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
108196-108236   108196   108236    4     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
108240-108525   108240   108525    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
108526-108558   108526   108558    4     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
108564-108827   108564   108827    2     1     14    0      35    50      70     240    270    1          60     1         10    05    6     15    12    14
108828-108861   108828   108861    4     1     14    0      35    50      70     240    270    1          60     1         10    05    6     15    12    14
108862-109138   108862   109138    2     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
109139-109172   109139   109172    4     1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
109173-109441   109173   109441    2     1     14    0      35    50      70     240    270    1          60     1         10    05    6     15    12    14
109442-109474   109442   109474    4     1     14    0      35    50      70     240    270    1          60     1         10    05    6     15    12    14
109477-109738   109477   109738    2     1     14    0      35    50      70     240    270    1          60     1         06    30    6     15    12    14
109739-109772   109739   109772    4     1     14    0      35    50      70     240    270    1          60     1         06    30    6     15    12    14
109787-110017   109787   110017    2    -1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
110018-110050   110018   110050    4    -1     14    0      35    50      70     240    270    1          60     1         10    30    6     15    12    14
